CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
714259533,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,35,3,1,3,4092,622,3470,0.78,5001,88,0.49,0.15
714691683,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,54,4,1,4,13284,607,12677,0.86,4942,76,0.65,0.05
768420558,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,53,6,3,4,4830,1469,3361,0.63,3365,63,0.75,0.30
778364583,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,3,2,3,5911,916,4995,0.47,1656,31,0.72,0.16
719186433,Existing Customer,53,F,1,College,Single,Unknown,Blue,44,3,2,2,11012,1328,9684,0.62,3793,86,0.65,0.12
719951208,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,24,5,3,2,19188,0,19188,0.45,4366,69,0.82,0.00
720182658,Existing Customer,44,F,3,Uneducated,Single,Unknown,Blue,31,4,2,3,18056,940,17116,0.63,4473,72,0.60,0.05
789022233,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,6,5,2,1438.3,754,684.3,0.74,4457,69,0.68,0.52
778353183,Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,13,5,2,3,3201,984,2217,0.64,5155,77,0.93,0.31
713789883,Existing Customer,50,F,4,High School,Married,$40K - $60K,Blue,36,6,1,1,1479,1004,475,0.83,5116,75,0.97,0.68
773018583,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,30,5,1,2,3144,2216,928,0.74,4717,75,0.56,0.71
771354633,Existing Customer,58,M,1,College,Single,$80K - $120K,Blue,45,5,3,4,1854,1480,374,0.85,3292,73,0.92,0.80
717308433,Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,43,3,3,3,1960,0,1960,0.49,2253,39,0.35,0.00
712271958,Existing Customer,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,4,2,3,9782,1793,7989,0.89,3672,75,0.92,0.18
716736858,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,39,3,3,2,3144,0,3144,0.56,3774,80,0.82,0.00
713796033,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,6,3,3,4738,0,4738,0.64,1900,36,0.50,0.00
710812533,Attrited Customer,46,F,3,High School,Single,Unknown,Silver,36,4,2,3,34516,154,34362,0.60,1987,46,0.59,0.00
782555058,Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,29,4,2,3,1438.3,856,582.3,0.79,4432,92,0.74,0.60
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37,4,1,2,34516,0,34516,0.54,1370,38,0.36,0.00
787918158,Existing Customer,32,F,0,Uneducated,Married,Less than $40K,Blue,23,5,2,4,2156,1114,1042,0.60,4106,66,0.83,0.52
779070033,Existing Customer,63,F,0,College,Single,Less than $40K,Blue,44,3,4,2,1938,0,1938,0.54,3974,56,0.93,0.00
789945933,Existing Customer,61,F,1,Graduate,Single,Less than $40K,Blue,52,3,3,1,1438.3,0,1438.3,0.93,3560,67,0.86,0.00
720810783,Attrited Customer,54,F,2,Graduate,Married,Unknown,Blue,44,2,3,3,3781,1692,2089,0.79,2310,43,0.72,0.45
715627833,Existing Customer,48,M,3,High School,Married,$60K - $80K,Gold,37,6,2,0,34516,1948,32568,0.67,4539,75,0.71,0.06
809538783,Existing Customer,49,M,1,High School,Single,$120K +,Blue,44,6,2,3,1438.3,1058,380.3,0.56,4109,72,0.80,0.74
715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2,1,3261,0,3261,1.01,3081,50,0.67,0.00
711967158,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,23,6,3,1,2211,1370,841,0.78,4359,79,0.93,0.62
712325433,Existing Customer,39,F,2,Unknown,Single,Unknown,Blue,28,6,2,2,1493,792,701,0.69,4131,80,0.70,0.53
716470683,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,36,3,1,3,20631,2048,18583,0.68,4827,77,0.71,0.10
713289183,Existing Customer,53,F,3,Doctorate,Married,Less than $40K,Blue,33,6,2,1,2255,1647,608,0.85,4270,76,0.77,0.73
711549408,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,42,5,1,3,1507,961,546,0.68,4126,90,0.67,0.64
709523508,Existing Customer,65,F,0,Uneducated,Unknown,Less than $40K,Silver,53,5,1,2,11097,0,11097,0.65,4836,83,0.57,0.00
717578358,Existing Customer,49,F,4,Graduate,Married,Unknown,Blue,40,5,1,1,8162,1704,6458,0.82,4334,80,0.74,0.21
711673983,Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,36,3,1,2,18721,1568,17153,0.79,4537,81,0.80,0.08
713388108,Attrited Customer,62,F,0,High School,Unknown,Less than $40K,Blue,51,4,2,3,5210,0,5210,0.64,2162,36,0.16,0.00
715679733,Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2,4,1736,1513,223,0.83,3462,67,0.56,0.87
779694183,Existing Customer,51,M,3,College,Married,$80K - $120K,Blue,34,5,2,4,1864,1427,437,0.73,3833,73,0.59,0.77
788544108,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,37,4,3,0,6611,1041,5570,0.74,4037,74,0.68,0.16
715583283,Existing Customer,34,F,0,Graduate,Married,Unknown,Blue,13,4,1,4,7942,2087,5855,0.75,4068,66,0.61,0.26
719917233,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,3,3,2,13382,1159,12223,0.40,1828,45,0.50,0.09
717103758,Attrited Customer,63,M,0,Graduate,Single,Unknown,Blue,55,5,0,2,18550,0,18550,0.91,2616,42,0.83,0.00
714621183,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,2650,1646,1004,0.75,4512,80,0.51,0.62
721365033,Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,2,4,1696,0,1696,0.86,2095,43,0.54,0.00
712999008,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,33,3,1,1,2628,1771,857,0.79,4316,72,0.60,0.67
780790008,Existing Customer,46,F,3,Unknown,Married,$40K - $60K,Blue,39,6,3,2,1457,563,894,0.71,3967,69,0.57,0.39
779499933,Existing Customer,46,M,5,Uneducated,Unknown,$80K - $120K,Blue,28,6,1,1,34516,1259,33257,0.67,4300,94,0.74,0.04
717200508,Existing Customer,40,F,4,Uneducated,Single,Unknown,Blue,32,3,1,3,3056,2038,1018,0.68,4734,73,0.66,0.67
716995083,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,44,6,2,4,2650,1049,1601,0.87,4218,64,0.73,0.40
718137183,Existing Customer,58,F,1,College,Married,Less than $40K,Blue,38,4,2,3,3331,2251,1080,1.04,5379,92,0.64,0.68
787507833,Existing Customer,49,F,1,Uneducated,Unknown,Less than $40K,Blue,38,6,2,1,3343,1820,1523,0.73,4507,63,0.70,0.54
810974958,Attrited Customer,51,M,2,High School,Married,$60K - $80K,Blue,46,5,3,2,4123,1760,2363,0.87,2447,40,0.43,0.43
717967833,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,3,1,0,2677,1555,1122,0.64,4757,81,0.69,0.58
712267983,Attrited Customer,57,F,0,Graduate,Single,Less than $40K,Blue,45,4,3,3,3023,2517,506,0.65,2477,42,0.62,0.83
717376758,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,47,4,3,1,2238,1324,914,0.76,4108,72,0.85,0.59
718250883,Attrited Customer,59,F,2,High School,Married,Unknown,Blue,51,3,3,3,3875,1397,2478,0.57,2312,49,0.58,0.36
717491058,Existing Customer,42,M,2,Post-Graduate,Single,$60K - $80K,Blue,26,6,2,3,20803,1747,19056,0.31,4012,60,0.43,0.08
802243458,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,3,2,2760,0,2760,0.58,1759,34,0.21,0.00
714485508,Existing Customer,45,M,3,Doctorate,Single,$80K - $120K,Blue,36,6,2,4,9086,1254,7832,0.93,3906,81,0.80,0.14
711377808,Existing Customer,47,M,3,Graduate,Unknown,$60K - $80K,Blue,36,4,3,2,21142,0,21142,0.81,4360,66,1.36,0.00
718565733,Existing Customer,62,M,0,Unknown,Single,Less than $40K,Blue,36,3,2,4,3653,1769,1884,0.83,4423,67,0.76,0.48
712723608,Existing Customer,44,F,3,Uneducated,Unknown,Less than $40K,Blue,36,6,2,4,1713,0,1713,0.68,3999,66,1.06,0.00
789948408,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,46,3,1,4,34516,1718,32798,0.51,5220,74,0.42,0.05
734909358,Existing Customer,43,M,4,Graduate,Single,$80K - $120K,Blue,33,4,1,1,6548,1244,5304,0.67,4354,79,0.93,0.19
719267283,Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,27,6,1,0,1953,1554,399,0.58,4598,71,0.65,0.80
780684933,Existing Customer,49,M,3,High School,Unknown,$40K - $60K,Blue,38,4,1,3,3051,1783,1268,0.73,4887,69,0.73,0.58
720330558,Attrited Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,25,5,2,3,25256,966,24290,0.49,2048,40,0.33,0.04
720784833,Attrited Customer,48,F,3,Graduate,Single,Unknown,Blue,36,3,3,1,1630,1243,387,0.40,1884,43,0.30,0.76
789059958,Existing Customer,42,M,4,High School,Married,$120K +,Gold,30,6,2,4,34516,1045,33471,0.85,3574,75,0.92,0.03
797138883,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,37,3,2,3,10800,1491,9309,0.54,3966,77,0.64,0.14
721448283,Attrited Customer,39,F,1,Graduate,Single,Less than $40K,Blue,26,3,3,1,1876,1536,340,0.71,2579,47,0.47,0.82
710552733,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,36,2,3,2,4963,0,4963,0.64,2335,40,0.43,0.00
742778358,Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Blue,37,3,1,4,16739,1229,15510,0.50,4014,69,0.57,0.07
713933658,Existing Customer,56,F,0,Graduate,Single,Less than $40K,Blue,45,3,6,2,2463,1621,842,0.57,4118,70,0.59,0.66
788142483,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,38,3,3,1,34516,1278,33238,0.51,4699,73,0.62,0.04
789705408,Existing Customer,50,M,2,College,Married,$60K - $80K,Blue,37,4,1,2,4743,1687,3056,0.96,3739,55,0.62,0.36
780378633,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,33,4,3,4,9382,1455,7927,0.48,3412,71,0.82,0.16
817422408,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,30,3,2,3,2059,1118,941,0.79,4110,71,1.15,0.54
781297983,Existing Customer,58,M,2,Unknown,Divorced,$60K - $80K,Blue,52,6,2,3,20410,1196,19214,0.73,3525,78,0.73,0.06
710671608,Existing Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,31,5,3,4,6798,918,5880,0.67,3961,69,0.61,0.14
719967708,Existing Customer,44,F,2,Unknown,Single,Less than $40K,Blue,32,3,1,4,6472,2128,4344,0.58,3592,66,0.83,0.33
711879633,Existing Customer,45,M,3,High School,Single,Less than $40K,Blue,29,4,1,2,2766,1985,781,0.80,4480,70,0.75,0.72
716444733,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,46,5,3,4,1438.3,0,1438.3,0.91,4271,79,0.76,0.00
718460958,Existing Customer,49,F,2,College,Married,Less than $40K,Blue,35,3,3,4,3283,1856,1427,1.10,4498,64,0.83,0.57
789953733,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,37,5,1,3,2470,1961,509,0.80,4519,78,0.73,0.79
770278833,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,37,3,1,3,20695,1250,19445,0.61,3924,82,0.78,0.06
787291308,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,36,5,2,4,4228,1709,2519,0.49,4389,79,0.58,0.40
710644158,Existing Customer,45,M,3,Graduate,Unknown,$80K - $120K,Blue,28,5,3,1,31743,1332,30411,0.67,4293,73,0.62,0.04
717095733,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,29,6,3,4,3212,2517,695,0.79,4284,69,1.30,0.78
813338733,Existing Customer,47,F,3,Unknown,Single,Unknown,Blue,42,3,2,2,5884,1382,4502,0.91,4477,82,0.75,0.24
787536933,Existing Customer,44,F,3,Unknown,Single,Less than $40K,Blue,33,6,2,3,1724,0,1724,0.67,4768,80,0.86,0.00
714384783,Attrited Customer,59,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,3,2468,0,2468,0.50,2017,37,0.76,0.00
713847858,Attrited Customer,49,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3,3,1438.3,0,1438.3,0.41,1849,43,0.54,0.00
809809008,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,42,5,1,2,3111,1541,1570,0.66,4570,68,0.51,0.50
719446833,Existing Customer,58,F,1,High School,Married,Less than $40K,Blue,46,4,1,3,2799,1532,1267,0.58,4214,83,0.54,0.55
720570333,Existing Customer,48,F,3,College,Married,Less than $40K,Blue,36,5,3,0,1912,1163,749,0.87,4786,81,0.72,0.61
815308683,Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,41,4,3,1,18927,887,18040,1.07,3101,54,1.00,0.05
810875958,Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,4,3,2016,395,1621,0.71,2473,44,0.57,0.20
717775608,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,43,4,2,0,4830,1970,2860,0.80,4850,80,0.63,0.41
718766058,Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,36,1,2,2,1438.3,0,1438.3,0.65,2123,37,0.54,0.00
710656683,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,36,4,3,1,1986,1614,372,0.55,4442,64,0.73,0.81
768390708,Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,1,1,2877,1136,1741,0.76,4006,68,0.48,0.40
713263758,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,45,3,2,2,2312,1997,315,0.79,5085,78,0.77,0.86
754564308,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,39,3,3,2,2644,2126,518,0.75,3601,66,0.65,0.80
827890758,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,35,5,3,0,2062,1302,760,0.63,3785,63,0.75,0.63
779945508,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,35,5,2,2,3510,1881,1629,0.66,3808,81,0.88,0.54
720807183,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,36,3,2,1,15026,916,14110,0.72,3281,63,0.80,0.06
709309308,Attrited Customer,50,M,3,College,Unknown,$80K - $120K,Blue,37,1,3,2,27186,0,27186,0.50,1704,34,0.48,0.00
715844733,Existing Customer,45,M,5,High School,Married,$60K - $80K,Blue,36,6,3,2,2174,877,1297,0.64,4596,71,0.45,0.40
712332183,Existing Customer,42,M,3,College,Single,$80K - $120K,Blue,36,6,1,0,29535,895,28640,0.95,3934,74,0.64,0.03
790123983,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,43,4,2,1,2974,2090,884,0.98,4297,88,0.83,0.70
711721458,Attrited Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,1438.3,0,1438.3,0.66,2329,43,0.59,0.00
716860233,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,39,3,3,0,8148,701,7447,0.82,4124,87,0.89,0.09
714678408,Existing Customer,48,F,4,Post-Graduate,Married,Less than $40K,Blue,31,6,6,4,2646,1983,663,0.70,4727,83,0.80,0.75
708798483,Attrited Customer,37,F,3,Unknown,Single,Unknown,Blue,24,2,3,2,2054,0,2054,0.87,2567,43,0.59,0.00
708501783,Attrited Customer,43,M,2,High School,Married,$120K +,Blue,36,6,2,4,34516,1477,33039,0.32,1868,40,0.21,0.04
713645883,Existing Customer,37,F,1,High School,Single,Less than $40K,Blue,23,6,3,4,1879,1486,393,0.84,5202,88,0.69,0.79
718622658,Existing Customer,45,M,4,High School,Single,$80K - $120K,Blue,34,3,2,3,15913,1696,14217,0.63,4472,86,0.79,0.11
710641008,Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,36,5,3,4,8685,0,8685,0.67,2473,56,0.60,0.00
718547358,Existing Customer,60,F,2,Uneducated,Unknown,$40K - $60K,Blue,52,4,3,2,2676,1740,936,0.74,3863,69,0.73,0.65
716177583,Existing Customer,58,F,1,Post-Graduate,Single,Less than $40K,Blue,36,6,2,4,1438.3,0,1438.3,0.66,4722,89,0.75,0.00
713417433,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue,28,3,1,3,1711,0,1711,0.98,4496,77,0.93,0.00
713043183,Existing Customer,61,M,0,High School,Single,$40K - $60K,Blue,48,3,2,4,2572,1969,603,0.64,4313,84,0.79,0.77
719328858,Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,43,6,2,6,4535,0,4535,0.83,2342,40,0.60,0.00
718501983,Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,36,5,6,1,5950,1117,4833,0.57,4682,89,0.68,0.19
803800533,Attrited Customer,39,M,1,Unknown,Single,$40K - $60K,Blue,33,3,3,4,2088,975,1113,1.14,2866,59,0.74,0.47
771790083,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Silver,32,4,3,2,10466,2080,8386,0.65,4116,64,0.68,0.20
712817808,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,23,5,2,1,4761,1561,3200,0.69,2045,53,1.65,0.33
811697958,Existing Customer,50,F,4,Unknown,Married,Less than $40K,Blue,45,4,1,4,1488,755,733,0.78,4451,65,0.71,0.51
817089408,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,27,3,1,2,19114,1754,17360,0.87,4413,69,0.73,0.09
803406558,Existing Customer,30,F,1,Uneducated,Single,Unknown,Blue,24,3,5,4,7536,1272,6264,0.68,4189,86,0.91,0.17
717297708,Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,37,6,3,3,2441,1672,769,0.89,4439,74,0.68,0.69
808756458,Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,42,6,3,3,13189,1205,11984,0.71,3821,83,0.66,0.09
718352358,Attrited Customer,49,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3,2,1914,0,1914,0.68,2687,41,0.41,0.00
780638958,Existing Customer,42,F,2,Graduate,Divorced,$40K - $60K,Blue,31,6,2,1,2468,1850,618,0.78,4483,77,0.54,0.75
721026033,Existing Customer,57,F,1,Unknown,Single,Less than $40K,Blue,44,4,3,2,2564,1258,1306,1.16,2673,43,0.87,0.49
719894433,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,24,6,2,3,1679,951,728,0.71,2492,43,0.59,0.57
812493033,Existing Customer,44,F,3,High School,Single,$40K - $60K,Blue,37,4,1,1,3410,1110,2300,0.63,5102,63,0.62,0.33
718256658,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,38,6,5,1,2728,0,2728,0.88,4554,75,0.74,0.00
711421233,Existing Customer,51,M,3,High School,Single,$60K - $80K,Blue,43,5,3,3,7119,1513,5606,0.93,4969,84,0.91,0.21
710335983,Existing Customer,57,F,0,High School,Divorced,Less than $40K,Blue,36,5,1,3,3532,869,2663,1.04,4297,64,0.78,0.25
720108783,Existing Customer,60,F,1,Uneducated,Single,Unknown,Blue,50,6,3,3,7459,1717,5742,1.00,4328,68,0.58,0.23
818259558,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,56,4,2,3,2294,1582,712,0.78,3951,79,0.88,0.69
708511983,Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,18,5,3,2,1663,0,1663,0.78,3950,82,0.86,0.00
708838908,Existing Customer,49,F,3,Unknown,Single,$40K - $60K,Blue,42,4,3,4,5129,1654,3475,0.62,3192,61,0.85,0.32
778720533,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,37,3,2,3,1722,0,1722,0.86,2141,35,0.35,0.00
793015083,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,40,5,3,4,2586,1270,1316,0.68,4481,77,0.93,0.49
821336133,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,46,5,3,2,8708,996,7712,0.53,3927,60,0.94,0.11
713905608,Existing Customer,56,F,3,Unknown,Single,Less than $40K,Blue,50,5,2,2,8869,0,8869,0.72,3270,63,0.80,0.00
779164608,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,34,6,2,3,2641,1336,1305,1.02,4224,77,0.79,0.51
714835833,Existing Customer,43,M,4,High School,Divorced,$80K - $120K,Blue,36,3,3,2,34516,1048,33468,0.86,4192,73,0.74,0.03
823863033,Existing Customer,52,M,2,Unknown,Married,$80K - $120K,Silver,48,6,6,1,34516,1473,33043,0.64,4254,73,0.59,0.04
713321508,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,36,3,1,4,1965,1175,790,0.66,4579,87,0.74,0.60
708992733,Existing Customer,50,F,0,High School,Married,Less than $40K,Blue,36,4,3,2,1513,0,1513,0.85,4759,98,0.72,0.00
709488108,Attrited Customer,42,M,4,College,Single,$40K - $60K,Blue,36,5,2,3,10543,0,10543,0.51,1841,39,0.50,0.00
716094333,Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue,42,6,2,1,17764,1459,16305,0.96,2750,57,0.90,0.08
778567983,Existing Customer,50,F,2,Graduate,Single,$40K - $60K,Blue,43,4,1,3,1438.3,0,1438.3,1.20,4512,77,0.83,0.00
712178883,Existing Customer,49,F,2,College,Single,$40K - $60K,Blue,36,3,2,1,6371,1946,4425,0.58,3592,79,0.76,0.31
717490008,Existing Customer,43,M,4,Graduate,Divorced,$80K - $120K,Blue,36,5,1,1,19188,1622,17566,0.75,4282,52,0.93,0.09
718282983,Existing Customer,60,M,0,College,Unknown,Less than $40K,Blue,47,6,3,3,3076,2257,819,0.80,4522,75,0.47,0.73
747208083,Existing Customer,49,M,4,Graduate,Single,$40K - $60K,Blue,42,3,3,2,2822,1501,1321,1.04,4344,68,1.19,0.53
820276908,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,37,3,3,1,4139,0,4139,0.55,2232,41,0.46,0.00
719960133,Existing Customer,42,M,3,College,Single,$80K - $120K,Silver,26,3,2,2,34516,904,33612,0.73,3910,68,0.66,0.03
711062958,Existing Customer,43,M,3,Graduate,Single,$120K +,Blue,23,5,2,2,4121,2084,2037,0.81,3462,49,1.04,0.51
714917583,Existing Customer,42,F,2,Doctorate,Unknown,Less than $40K,Silver,36,6,1,2,10074,1079,8995,0.81,3338,65,0.71,0.11
767256933,Existing Customer,43,M,5,Uneducated,Married,$60K - $80K,Blue,36,6,2,4,2621,598,2023,0.97,4852,85,0.77,0.23
712568358,Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,29,3,2,2,3394,0,3394,0.45,3115,69,0.82,0.00
789182358,Existing Customer,56,M,1,Uneducated,Single,$80K - $120K,Blue,45,3,1,2,17628,1414,16214,0.60,3991,76,0.62,0.08
716989683,Existing Customer,56,M,2,Doctorate,Single,$80K - $120K,Blue,48,4,3,3,4480,2465,2015,0.77,3331,74,0.68,0.55
827968383,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,39,5,3,2,3370,2284,1086,0.67,4084,70,0.63,0.68
819647358,Attrited Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,33,2,3,2,12871,0,12871,0.60,2413,53,0.61,0.00
788966958,Existing Customer,47,F,1,Graduate,Married,Unknown,Blue,34,3,2,2,3112,2023,1089,0.76,4613,86,0.59,0.65
789502308,Attrited Customer,57,F,3,Unknown,Single,Less than $40K,Blue,49,1,3,5,1551,790,761,0.81,2379,46,0.77,0.51
756458508,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,5,2,3,1682,930,752,0.90,3309,67,1.03,0.55
714643983,Existing Customer,42,F,1,High School,Married,Less than $40K,Blue,36,5,3,3,2758,2017,741,0.88,4119,73,1.03,0.73
711606558,Existing Customer,49,F,1,High School,Married,Less than $40K,Blue,39,5,2,2,1909,866,1043,0.88,4697,83,0.84,0.45
824155458,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,44,5,1,2,11332,1647,9685,0.54,4674,72,0.71,0.15
710445183,Existing Customer,44,M,5,Doctorate,Single,$120K +,Blue,31,5,1,2,7567,2496,5071,0.71,4076,60,0.58,0.33
802834158,Attrited Customer,42,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,2,6743,1737,5006,0.60,1934,30,0.58,0.26
712038258,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36,3,3,3,32838,1717,31121,1.00,2538,42,0.40,0.05
712864683,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue,30,2,3,3,1438.3,0,1438.3,0.37,1693,37,0.42,0.00
813971283,Existing Customer,43,M,4,Unknown,Married,$80K - $120K,Blue,38,5,1,2,2510,1508,1002,0.73,3623,63,0.85,0.60
764211033,Existing Customer,50,F,3,Uneducated,Unknown,Less than $40K,Blue,43,6,2,1,3199,2517,682,0.70,4483,87,0.78,0.79
721424583,Existing Customer,35,F,1,High School,Married,Less than $40K,Blue,26,4,2,3,1918,900,1018,0.87,4237,76,0.90,0.47
713886333,Attrited Customer,47,M,2,High School,Married,$60K - $80K,Blue,39,2,3,1,18660,728,17932,0.40,1682,43,0.30,0.04
711741708,Attrited Customer,41,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,33,3,2,3,7591,0,7591,0.65,2302,42,0.50,0.00
794217108,Existing Customer,43,M,2,College,Single,$120K +,Blue,37,6,3,1,14315,1348,12967,0.68,3694,67,0.72,0.09
715339758,Existing Customer,64,F,1,High School,Divorced,Unknown,Blue,36,3,3,1,18038,1184,16854,0.83,4168,64,0.60,0.07
709610283,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,34,3,2,3,1853,0,1853,0.85,4544,72,0.57,0.00
714575208,Existing Customer,49,M,5,Doctorate,Single,$40K - $60K,Blue,43,3,1,1,4951,2002,2949,0.68,4192,62,0.55,0.40
716758908,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,27,4,2,3,34516,2213,32303,0.58,4492,71,0.82,0.06
778915233,Attrited Customer,51,F,0,Graduate,Married,Less than $40K,Blue,32,4,2,3,1757,331,1426,0.88,2377,47,0.52,0.19
789466008,Existing Customer,47,M,5,Graduate,Married,$60K - $80K,Blue,38,5,3,4,24033,612,23421,0.64,3578,75,0.53,0.03
716635758,Existing Customer,38,F,2,Unknown,Single,$40K - $60K,Blue,29,5,3,2,3276,2331,945,0.57,4345,68,0.51,0.71
771819258,Existing Customer,52,M,1,Unknown,Married,$120K +,Blue,40,4,1,2,3614,0,3614,0.67,4561,82,0.91,0.00
713451408,Existing Customer,47,M,4,High School,Divorced,$60K - $80K,Blue,36,6,1,3,1943,1654,289,0.65,3392,70,0.59,0.85
780146658,Attrited Customer,40,F,2,Post-Graduate,Married,$40K - $60K,Blue,25,2,2,4,3795,2517,1278,0.56,1633,32,0.78,0.66
711675108,Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,30,3,3,1,4075,2189,1886,0.70,3956,71,0.73,0.54
